State,Value,Category,Year,Dataset,State_Total,Crime_Share,Dataset_Total,Contribution_%,Prev_Value,Growth_Rate,Crime_Rank_State,State_Rank,Intensity,Log_Value,Frequency,Metric
Manipur,34,Negligence - Road Accidents - Other Accidents,2021,IPC,3307,0.010281222,4230873,0.000803617,,0,22.5,2444,Low,3.555348061,Rare,I
Meghalaya,91,Negligence - Road Accidents - Other Accidents,2021,IPC,4249,0.021416804,4230873,0.002150856,,0,11,1780,Low,4.521788577,Rare,I
Mizoram,29,Negligence - Road Accidents - Other Accidents,2021,IPC,2823,0.010272759,4230873,0.000685438,,0,19,2584,Low,3.401197382,Rare,I
Nagaland,17,Negligence - Road Accidents - Other Accidents,2021,IPC,1216,0.013980263,4230873,0.000401808,,0,17,2999.5,Low,2.890371758,Rare,I
Odisha,3792,Negligence - Road Accidents - Other Accidents,2021,IPC,193012,0.019646447,4230873,0.089626893,,0,17,270.5,Low,8.240912542,Rare,I
Punjab,1650,Negligence - Road Accidents - Other Accidents,2021,IPC,62358,0.026460117,4230873,0.038999043,,0,12,493,Low,7.409136444,Rare,I
Rajasthan,6191,Negligence - Road Accidents - Other Accidents,2021,IPC,298122,0.020766666,4230873,0.146329138,,0,12,158,Low,8.731013415,Rare,I
Sikkim,42,Negligence - Road Accidents - Other Accidents,2021,IPC,960,0.04375,4230873,0.000992703,,0,5,2291,Low,3.761200116,Rare,I
Tamil Nadu,13615,Negligence - Road Accidents - Other Accidents,2021,IPC,376836,0.036129775,4230873,0.321801198,,0,7,76,Low,9.519000851,Rare,I
Telangana,5790,Negligence - Road Accidents - Other Accidents,2021,IPC,224213,0.025823659,4230873,0.136851189,,0,13,168,Low,8.664060267,Rare,I
Tripura,105,Negligence - Road Accidents - Other Accidents,2021,IPC,6500,0.016153846,4230873,0.002481757,,0,15,1706,Low,4.663439094,Rare,I
Uttar Pradesh,3718,Negligence - Road Accidents - Other Accidents,2021,IPC,537212,0.006920918,4230873,0.087877845,,0,34,274,Low,8.221210094,Rare,I
Uttarakhand,38,Negligence - Road Accidents - Other Accidents,2021,IPC,23817,0.001595499,4230873,0.00089816,,0,61,2359.5,Low,3.663561646,Rare,I
West Bengal,4765,Negligence - Road Accidents - Other Accidents,2021,IPC,234967,0.020279443,4230873,0.11262451,,0,11,215,Low,8.469262658,Rare,I
A&N Islands,16,Negligence - Road Accidents - Other Accidents,2021,IPC,794,0.020151134,4230873,0.000378173,,0,11,3053.5,Low,2.833213344,Rare,I
Chandigarh,47,Negligence - Road Accidents - Other Accidents,2021,IPC,3338,0.014080288,4230873,0.001110882,,0,16,2205,Low,3.871201011,Rare,I
D&N Haveli and Daman & Diu,43,Negligence - Road Accidents - Other Accidents,2021,IPC,841,0.051129608,4230873,0.001016339,,0,8,2276.5,Low,3.784189634,Rare,I
Delhi,627,Negligence - Road Accidents - Other Accidents,2021,IPC,328033,0.001911393,4230873,0.014819637,,0,32,853,Low,6.442540166,Rare,I
Jammu & Kashmir,420,Negligence - Road Accidents - Other Accidents,2021,IPC,36940,0.011369789,4230873,0.009927029,,0,21,1058,Low,6.042632834,Rare,I
Ladakh,49,Negligence - Road Accidents - Other Accidents,2021,IPC,613,0.079934747,4230873,0.001158153,,0,4,2168,Low,3.912023005,Rare,I
Lakshadweep,1,Negligence - Road Accidents - Other Accidents,2021,IPC,171,0.005847953,4230873,2.36E-05,,0,31,5116,Low,0.693147181,Rare,I
Puducherry,1,Negligence - Road Accidents - Other Accidents,2021,IPC,4889,0.000204541,4230873,2.36E-05,,0,66,5116,Low,0.693147181,Rare,I
Andhra Pradesh,0,Negligence - Rail Accidents,2021,IPC,224927,0,4230873,0,112,-100,233.5,7352.5,Low,0,Rare,I
Arunachal Pradesh,0,Negligence - Rail Accidents,2021,IPC,3603,0,4230873,0,3,-100,186,7352.5,Low,0,Rare,I
Assam,0,Negligence - Rail Accidents,2021,IPC,188338,0,4230873,0,95,-100,226.5,7352.5,Low,0,Rare,I
Bihar,0,Negligence - Rail Accidents,2021,IPC,305961,0,4230873,0,136,-100,217.5,7352.5,Low,0,Rare,I
Chhattisgarh,0,Negligence - Rail Accidents,2021,IPC,113598,0,4230873,0,42,-100,219.5,7352.5,Low,0,Rare,I
Goa,0,Negligence - Rail Accidents,2021,IPC,2936,0,4230873,0,2,-100,185,7352.5,Low,0,Rare,I
Gujarat,0,Negligence - Rail Accidents,2021,IPC,296968,0,4230873,0,114,-100,234,7352.5,Low,0,Rare,I
Haryana,0,Negligence - Rail Accidents,2021,IPC,144925,0,4230873,0,45,-100,229,7352.5,Low,0,Rare,I
Himachal Pradesh,0,Negligence - Rail Accidents,2021,IPC,19452,0,4230873,0,8,-100,204.5,7352.5,Low,0,Rare,I
Jharkhand,26,Negligence - Rail Accidents,2021,IPC,69828,0.000372343,4230873,0.00061453,41,-36.58536585,106,2667.5,Low,3.295836866,Rare,I
Karnataka,0,Negligence - Rail Accidents,2021,IPC,177849,0,4230873,0,84,-100,228,7352.5,Low,0,Rare,I
Kerala,0,Negligence - Rail Accidents,2021,IPC,174311,0,4230873,0,78,-100,230.5,7352.5,Low,0,Rare,I
Madhya Pradesh,14,Negligence - Rail Accidents,2021,IPC,462368,3.03E-05,4230873,0.000330901,197,-92.89340102,146.5,3165.5,Low,2.708050201,Rare,I
Maharashtra,0,Negligence - Rail Accidents,2021,IPC,505541,0,4230873,0,276,-100,240.5,7352.5,Low,0,Rare,I
Manipur,0,Negligence - Rail Accidents,2021,IPC,3307,0,4230873,0,9,-100,197,7352.5,Low,0,Rare,I
Meghalaya,0,Negligence - Rail Accidents,2021,IPC,4249,0,4230873,0,10,-100,198.5,7352.5,Low,0,Rare,I
Mizoram,0,Negligence - Rail Accidents,2021,IPC,2823,0,4230873,0,9,-100,174,7352.5,Low,0,Rare,I
Nagaland,0,Negligence - Rail Accidents,2021,IPC,1216,0,4230873,0,2,-100,169,7352.5,Low,0,Rare,I
Odisha,0,Negligence - Rail Accidents,2021,IPC,193012,0,4230873,0,12,-100,210,7352.5,Low,0,Rare,I
Punjab,0,Negligence - Rail Accidents,2021,IPC,62358,0,4230873,0,177,-100,218.5,7352.5,Low,0,Rare,I
Rajasthan,0,Negligence - Rail Accidents,2021,IPC,298122,0,4230873,0,96,-100,226.5,7352.5,Low,0,Rare,I
Sikkim,0,Negligence - Rail Accidents,2021,IPC,960,0,4230873,0,2,-100,166,7352.5,Low,0,Rare,I
Tamil Nadu,0,Negligence - Rail Accidents,2021,IPC,376836,0,4230873,0,71,-100,228,7352.5,Low,0,Rare,I
Telangana,0,Negligence - Rail Accidents,2021,IPC,224213,0,4230873,0,428,-100,232,7352.5,Low,0,Rare,I
Tripura,0,Negligence - Rail Accidents,2021,IPC,6500,0,4230873,0,5,-100,186.5,7352.5,Low,0,Rare,I
Uttar Pradesh,0,Negligence - Rail Accidents,2021,IPC,537212,0,4230873,0,1371,-100,236,7352.5,Low,0,Rare,I
Uttarakhand,0,Negligence - Rail Accidents,2021,IPC,23817,0,4230873,0,42,-100,204,7352.5,Low,0,Rare,I
West Bengal,0,Negligence - Rail Accidents,2021,IPC,234967,0,4230873,0,246,-100,219,7352.5,Low,0,Rare,I
A&N Islands,0,Negligence - Rail Accidents,2021,IPC,794,0,4230873,0,3,-100,174,7352.5,Low,0,Rare,I
Chandigarh,0,Negligence - Rail Accidents,2021,IPC,3338,0,4230873,0,1,-100,185.5,7352.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Negligence - Rail Accidents,2021,IPC,841,0,4230873,0,1,-100,164.5,7352.5,Low,0,Rare,I
Delhi,0,Negligence - Rail Accidents,2021,IPC,328033,0,4230873,0,60,-100,218,7352.5,Low,0,Rare,I
Jammu & Kashmir,0,Negligence - Rail Accidents,2021,IPC,36940,0,4230873,0,27,-100,204,7352.5,Low,0,Rare,I
Ladakh,0,Negligence - Rail Accidents,2021,IPC,613,0,4230873,0,2,-100,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Negligence - Rail Accidents,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,0,Negligence - Rail Accidents,2021,IPC,4889,0,4230873,0,0,0,163.5,7352.5,Low,0,Rare,I
Andhra Pradesh,6,Medical Negligence,2021,IPC,224927,2.67E-05,4230873,0.000141815,0,inf,170,3814.5,Low,1.945910149,Rare,I
Arunachal Pradesh,1,Medical Negligence,2021,IPC,3603,0.000277546,4230873,2.36E-05,0,inf,100,5116,Low,0.693147181,Rare,I
Assam,1,Medical Negligence,2021,IPC,188338,5.31E-06,4230873,2.36E-05,0,inf,188,5116,Low,0.693147181,Rare,I
Bihar,0,Medical Negligence,2021,IPC,305961,0,4230873,0,0,0,217.5,7352.5,Low,0,Rare,I
Chhattisgarh,2,Medical Negligence,2021,IPC,113598,1.76E-05,4230873,4.73E-05,0,inf,156,4595.5,Low,1.098612289,Rare,I
Goa,0,Medical Negligence,2021,IPC,2936,0,4230873,0,0,0,185,7352.5,Low,0,Rare,I
Gujarat,2,Medical Negligence,2021,IPC,296968,6.73E-06,4230873,4.73E-05,0,inf,185.5,4595.5,Low,1.098612289,Rare,I
Haryana,12,Medical Negligence,2021,IPC,144925,8.28E-05,4230873,0.000283629,0,inf,145,3281.5,Low,2.564949357,Rare,I
Himachal Pradesh,0,Medical Negligence,2021,IPC,19452,0,4230873,0,0,0,204.5,7352.5,Low,0,Rare,I
Jharkhand,18,Medical Negligence,2021,IPC,69828,0.000257776,4230873,0.000425444,26,-30.76923077,115,2950,Low,2.944438979,Rare,I
Karnataka,0,Medical Negligence,2021,IPC,177849,0,4230873,0,0,0,228,7352.5,Low,0,Rare,I
Kerala,6,Medical Negligence,2021,IPC,174311,3.44E-05,4230873,0.000141815,0,inf,159.5,3814.5,Low,1.945910149,Rare,I
Madhya Pradesh,14,Medical Negligence,2021,IPC,462368,3.03E-05,4230873,0.000330901,14,0,146.5,3165.5,Low,2.708050201,Rare,I
Maharashtra,14,Medical Negligence,2021,IPC,505541,2.77E-05,4230873,0.000330901,0,inf,166,3165.5,Low,2.708050201,Rare,I
Manipur,0,Medical Negligence,2021,IPC,3307,0,4230873,0,0,0,197,7352.5,Low,0,Rare,I
Meghalaya,0,Medical Negligence,2021,IPC,4249,0,4230873,0,0,0,198.5,7352.5,Low,0,Rare,I
Mizoram,0,Medical Negligence,2021,IPC,2823,0,4230873,0,0,0,174,7352.5,Low,0,Rare,I
Nagaland,0,Medical Negligence,2021,IPC,1216,0,4230873,0,0,0,169,7352.5,Low,0,Rare,I
Odisha,0,Medical Negligence,2021,IPC,193012,0,4230873,0,0,0,210,7352.5,Low,0,Rare,I
Punjab,4,Medical Negligence,2021,IPC,62358,6.41E-05,4230873,9.45E-05,0,inf,141.5,4125.5,Low,1.609437912,Rare,I
Rajasthan,26,Medical Negligence,2021,IPC,298122,8.72E-05,4230873,0.00061453,0,inf,112,2667.5,Low,3.295836866,Rare,I
Sikkim,0,Medical Negligence,2021,IPC,960,0,4230873,0,0,0,166,7352.5,Low,0,Rare,I
Tamil Nadu,0,Medical Negligence,2021,IPC,376836,0,4230873,0,0,0,228,7352.5,Low,0,Rare,I
Telangana,9,Medical Negligence,2021,IPC,224213,4.01E-05,4230873,0.000212722,0,inf,147,3494,Low,2.302585093,Rare,I
Tripura,2,Medical Negligence,2021,IPC,6500,0.000307692,4230873,4.73E-05,0,inf,90.5,4595.5,Low,1.098612289,Rare,I
Uttar Pradesh,20,Medical Negligence,2021,IPC,537212,3.72E-05,4230873,0.000472716,0,inf,154,2866.5,Low,3.044522438,Rare,I
Uttarakhand,0,Medical Negligence,2021,IPC,23817,0,4230873,0,0,0,204,7352.5,Low,0,Rare,I
West Bengal,1,Medical Negligence,2021,IPC,234967,4.26E-06,4230873,2.36E-05,0,inf,174,5116,Low,0.693147181,Rare,I
A&N Islands,1,Medical Negligence,2021,IPC,794,0.001259446,4230873,2.36E-05,0,inf,77,5116,Low,0.693147181,Rare,I
Chandigarh,0,Medical Negligence,2021,IPC,3338,0,4230873,0,0,0,185.5,7352.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Medical Negligence,2021,IPC,841,0,4230873,0,0,0,164.5,7352.5,Low,0,Rare,I
Delhi,2,Medical Negligence,2021,IPC,328033,6.10E-06,4230873,4.73E-05,0,inf,148,4595.5,Low,1.098612289,Rare,I
Jammu & Kashmir,1,Medical Negligence,2021,IPC,36940,2.71E-05,4230873,2.36E-05,0,inf,140.5,5116,Low,0.693147181,Rare,I
Ladakh,0,Medical Negligence,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Medical Negligence,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,0,Medical Negligence,2021,IPC,4889,0,4230873,0,0,0,163.5,7352.5,Low,0,Rare,I
Andhra Pradesh,0,Negligence - Civic Bodies,2021,IPC,224927,0,4230873,0,6,-100,233.5,7352.5,Low,0,Rare,I
Arunachal Pradesh,0,Negligence - Civic Bodies,2021,IPC,3603,0,4230873,0,1,-100,186,7352.5,Low,0,Rare,I
Assam,0,Negligence - Civic Bodies,2021,IPC,188338,0,4230873,0,1,-100,226.5,7352.5,Low,0,Rare,I
Bihar,0,Negligence - Civic Bodies,2021,IPC,305961,0,4230873,0,0,0,217.5,7352.5,Low,0,Rare,I
Chhattisgarh,5,Negligence - Civic Bodies,2021,IPC,113598,4.40E-05,4230873,0.000118179,2,150,135,3959.5,Low,1.791759469,Rare,I
Goa,0,Negligence - Civic Bodies,2021,IPC,2936,0,4230873,0,0,0,185,7352.5,Low,0,Rare,I
Gujarat,0,Negligence - Civic Bodies,2021,IPC,296968,0,4230873,0,2,-100,234,7352.5,Low,0,Rare,I
Haryana,1,Negligence - Civic Bodies,2021,IPC,144925,6.90E-06,4230873,2.36E-05,12,-91.66666667,195.5,5116,Low,0.693147181,Rare,I
Himachal Pradesh,0,Negligence - Civic Bodies,2021,IPC,19452,0,4230873,0,0,0,204.5,7352.5,Low,0,Rare,I
Jharkhand,0,Negligence - Civic Bodies,2021,IPC,69828,0,4230873,0,18,-100,220.5,7352.5,Low,0,Rare,I
Karnataka,32,Negligence - Civic Bodies,2021,IPC,177849,0.000179928,4230873,0.000756345,0,inf,111,2505.5,Low,3.496507561,Rare,I
Kerala,0,Negligence - Civic Bodies,2021,IPC,174311,0,4230873,0,6,-100,230.5,7352.5,Low,0,Rare,I
Madhya Pradesh,1,Negligence - Civic Bodies,2021,IPC,462368,2.16E-06,4230873,2.36E-05,14,-92.85714286,210,5116,Low,0.693147181,Rare,I
Maharashtra,0,Negligence - Civic Bodies,2021,IPC,505541,0,4230873,0,14,-100,240.5,7352.5,Low,0,Rare,I
Manipur,0,Negligence - Civic Bodies,2021,IPC,3307,0,4230873,0,0,0,197,7352.5,Low,0,Rare,I
Meghalaya,0,Negligence - Civic Bodies,2021,IPC,4249,0,4230873,0,0,0,198.5,7352.5,Low,0,Rare,I
Mizoram,0,Negligence - Civic Bodies,2021,IPC,2823,0,4230873,0,0,0,174,7352.5,Low,0,Rare,I
Nagaland,1,Negligence - Civic Bodies,2021,IPC,1216,0.000822368,4230873,2.36E-05,0,inf,69,5116,Low,0.693147181,Rare,I
Odisha,1,Negligence - Civic Bodies,2021,IPC,193012,5.18E-06,4230873,2.36E-05,0,inf,157.5,5116,Low,0.693147181,Rare,I
Punjab,2,Negligence - Civic Bodies,2021,IPC,62358,3.21E-05,4230873,4.73E-05,4,-50,154.5,4595.5,Low,1.098612289,Rare,I
Rajasthan,0,Negligence - Civic Bodies,2021,IPC,298122,0,4230873,0,26,-100,226.5,7352.5,Low,0,Rare,I
Sikkim,0,Negligence - Civic Bodies,2021,IPC,960,0,4230873,0,0,0,166,7352.5,Low,0,Rare,I
Tamil Nadu,2,Negligence - Civic Bodies,2021,IPC,376836,5.31E-06,4230873,4.73E-05,0,inf,184.5,4595.5,Low,1.098612289,Rare,I
Telangana,12,Negligence - Civic Bodies,2021,IPC,224213,5.35E-05,4230873,0.000283629,9,33.33333333,142.5,3281.5,Low,2.564949357,Rare,I
Tripura,0,Negligence - Civic Bodies,2021,IPC,6500,0,4230873,0,2,-100,186.5,7352.5,Low,0,Rare,I
Uttar Pradesh,5,Negligence - Civic Bodies,2021,IPC,537212,9.31E-06,4230873,0.000118179,20,-75,181,3959.5,Low,1.791759469,Rare,I
Uttarakhand,0,Negligence - Civic Bodies,2021,IPC,23817,0,4230873,0,0,0,204,7352.5,Low,0,Rare,I
West Bengal,0,Negligence - Civic Bodies,2021,IPC,234967,0,4230873,0,1,-100,219,7352.5,Low,0,Rare,I
A&N Islands,0,Negligence - Civic Bodies,2021,IPC,794,0,4230873,0,1,-100,174,7352.5,Low,0,Rare,I
Chandigarh,0,Negligence - Civic Bodies,2021,IPC,3338,0,4230873,0,0,0,185.5,7352.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,0,Negligence - Civic Bodies,2021,IPC,841,0,4230873,0,0,0,164.5,7352.5,Low,0,Rare,I
Delhi,19,Negligence - Civic Bodies,2021,IPC,328033,5.79E-05,4230873,0.00044908,2,850,99.5,2907,Low,2.995732274,Rare,I
Jammu & Kashmir,5,Negligence - Civic Bodies,2021,IPC,36940,0.000135355,4230873,0.000118179,1,400,104,3959.5,Low,1.791759469,Rare,I
Ladakh,0,Negligence - Civic Bodies,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Negligence - Civic Bodies,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,0,Negligence - Civic Bodies,2021,IPC,4889,0,4230873,0,0,0,163.5,7352.5,Low,0,Rare,I
Andhra Pradesh,290,Other Negligence Deaths,2021,IPC,224927,0.001289307,4230873,0.006854377,0,inf,61,1208,Low,5.673323267,Rare,I
Arunachal Pradesh,39,Other Negligence Deaths,2021,IPC,3603,0.010824313,4230873,0.000921796,0,inf,27,2343.5,Low,3.688879454,Rare,I
Assam,490,Other Negligence Deaths,2021,IPC,188338,0.002601705,4230873,0.011581534,0,inf,61,980.5,Low,6.196444128,Rare,I
Bihar,1,Other Negligence Deaths,2021,IPC,305961,3.27E-06,4230873,2.36E-05,0,inf,166,5116,Low,0.693147181,Rare,I
Chhattisgarh,594,Other Negligence Deaths,2021,IPC,113598,0.005228965,4230873,0.014039656,5,11780,35,880,Low,6.388561406,Rare,I
Goa,7,Other Negligence Deaths,2021,IPC,2936,0.002384196,4230873,0.00016545,0,inf,61,3703,Low,2.079441542,Rare,I
Gujarat,69,Other Negligence Deaths,2021,IPC,296968,0.000232348,4230873,0.001630869,0,inf,78,1941.5,Low,4.248495242,Rare,I
Haryana,198,Other Negligence Deaths,2021,IPC,144925,0.001366224,4230873,0.004679885,1,19700,79,1394.5,Low,5.293304825,Rare,I
Himachal Pradesh,48,Other Negligence Deaths,2021,IPC,19452,0.002467613,4230873,0.001134518,0,inf,59,2184.5,Low,3.891820298,Rare,I
Jharkhand,656,Other Negligence Deaths,2021,IPC,69828,0.009394512,4230873,0.015505074,0,inf,25,836,Low,6.487684018,Rare,I
Karnataka,297,Other Negligence Deaths,2021,IPC,177849,0.001669956,4230873,0.007019828,32,828.125,59,1190.5,Low,5.697093487,Rare,I
Kerala,44,Other Negligence Deaths,2021,IPC,174311,0.000252422,4230873,0.001039974,0,inf,98,2261,Low,3.80666249,Rare,I
Madhya Pradesh,375,Other Negligence Deaths,2021,IPC,462368,0.000811042,4230873,0.008863419,1,37400,63,1103.5,Low,5.929589143,Rare,I
Maharashtra,787,Other Negligence Deaths,2021,IPC,505541,0.001556748,4230873,0.018601362,0,inf,59,759,Low,6.66949809,Rare,I
Manipur,0,Other Negligence Deaths,2021,IPC,3307,0,4230873,0,0,0,197,7352.5,Low,0,Rare,I
Meghalaya,17,Other Negligence Deaths,2021,IPC,4249,0.004000941,4230873,0.000401808,0,inf,52.5,2999.5,Low,2.890371758,Rare,I
Mizoram,2,Other Negligence Deaths,2021,IPC,2823,0.000708466,4230873,4.73E-05,0,inf,65,4595.5,Low,1.098612289,Rare,I
Nagaland,0,Other Negligence Deaths,2021,IPC,1216,0,4230873,0,1,-100,169,7352.5,Low,0,Rare,I
Odisha,18,Other Negligence Deaths,2021,IPC,193012,9.33E-05,4230873,0.000425444,1,1700,104,2950,Low,2.944438979,Rare,I
Punjab,35,Other Negligence Deaths,2021,IPC,62358,0.000561275,4230873,0.000827252,2,1650,84.5,2415.5,Low,3.583518938,Rare,I
Rajasthan,554,Other Negligence Deaths,2021,IPC,298122,0.0018583,4230873,0.013094224,0,inf,56,926,Low,6.318968114,Rare,I
Sikkim,5,Other Negligence Deaths,2021,IPC,960,0.005208333,4230873,0.000118179,0,inf,40,3959.5,Low,1.791759469,Rare,I
Tamil Nadu,263,Other Negligence Deaths,2021,IPC,376836,0.000697916,4230873,0.006216211,2,13050,54,1253.5,Low,5.575949103,Rare,I
Telangana,153,Other Negligence Deaths,2021,IPC,224213,0.000682387,4230873,0.003616275,12,1175,81,1525,Low,5.036952602,Rare,I
Tripura,7,Other Negligence Deaths,2021,IPC,6500,0.001076923,4230873,0.00016545,0,inf,68,3703,Low,2.079441542,Rare,I
Uttar Pradesh,3064,Other Negligence Deaths,2021,IPC,537212,0.005703521,4230873,0.072420042,5,61180,40,314,Low,8.027802848,Rare,I
Uttarakhand,0,Other Negligence Deaths,2021,IPC,23817,0,4230873,0,0,0,204,7352.5,Low,0,Rare,I
West Bengal,61,Other Negligence Deaths,2021,IPC,234967,0.000259611,4230873,0.001441783,0,inf,82,2033,Low,4.127134385,Rare,I
A&N Islands,9,Other Negligence Deaths,2021,IPC,794,0.011335013,4230873,0.000212722,0,inf,20,3494,Low,2.302585093,Rare,I
Chandigarh,0,Other Negligence Deaths,2021,IPC,3338,0,4230873,0,0,0,185.5,7352.5,Low,0,Rare,I
D&N Haveli and Daman & Diu,20,Other Negligence Deaths,2021,IPC,841,0.023781213,4230873,0.000472716,0,inf,17,2866.5,Low,3.044522438,Rare,I
Delhi,228,Other Negligence Deaths,2021,IPC,328033,0.000695052,4230873,0.005388959,19,1100,51,1314,Low,5.433722004,Rare,I
Jammu & Kashmir,25,Other Negligence Deaths,2021,IPC,36940,0.000676773,4230873,0.000590895,5,400,67,2700.5,Low,3.258096538,Rare,I
Ladakh,0,Other Negligence Deaths,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Other Negligence Deaths,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,141,Other Negligence Deaths,2021,IPC,4889,0.028840254,4230873,0.003332646,0,inf,9,1566,Low,4.955827058,Rare,I
Andhra Pradesh,108,Dowry Deaths,2021,IPC,224927,0.000480156,4230873,0.002552665,290,-62.75862069,84,1692,Low,4.691347882,Rare,I
Arunachal Pradesh,0,Dowry Deaths,2021,IPC,3603,0,4230873,0,39,-100,186,7352.5,Low,0,Rare,I
Assam,198,Dowry Deaths,2021,IPC,188338,0.001051301,4230873,0.004679885,490,-59.59183673,85.5,1394.5,Low,5.293304825,Rare,I
Bihar,1000,Dowry Deaths,2021,IPC,305961,0.00326839,4230873,0.023635784,1,99900,31.5,670.5,Low,6.908754779,Rare,I
Chhattisgarh,65,Dowry Deaths,2021,IPC,113598,0.000572193,4230873,0.001536326,594,-89.05723906,69.5,1985,Low,4.189654742,Rare,I
Goa,0,Dowry Deaths,2021,IPC,2936,0,4230873,0,7,-100,185,7352.5,Low,0,Rare,I
Gujarat,11,Dowry Deaths,2021,IPC,296968,3.70E-05,4230873,0.000259994,69,-84.05797101,133,3346,Low,2.48490665,Rare,I
Haryana,275,Dowry Deaths,2021,IPC,144925,0.001897533,4230873,0.006499841,198,38.88888889,67.5,1236.5,Low,5.620400866,Rare,I
Himachal Pradesh,2,Dowry Deaths,2021,IPC,19452,0.000102817,4230873,4.73E-05,48,-95.83333333,124,4595.5,Low,1.098612289,Rare,I
Jharkhand,281,Dowry Deaths,2021,IPC,69828,0.004024174,4230873,0.006641655,656,-57.16463415,48.5,1222,Low,5.641907071,Rare,I
Karnataka,158,Dowry Deaths,2021,IPC,177849,0.000888394,4230873,0.003734454,297,-46.8013468,75.5,1512,Low,5.068904202,Rare,I
Kerala,9,Dowry Deaths,2021,IPC,174311,5.16E-05,4230873,0.000212722,44,-79.54545455,147.5,3494,Low,2.302585093,Rare,I
Madhya Pradesh,522,Dowry Deaths,2021,IPC,462368,0.001128971,4230873,0.012337879,375,39.2,59.5,952.5,Low,6.259581464,Rare,I
Maharashtra,172,Dowry Deaths,2021,IPC,505541,0.00034023,4230873,0.004065355,787,-78.14485388,96.5,1464.5,Low,5.153291594,Rare,I
Manipur,2,Dowry Deaths,2021,IPC,3307,0.000604778,4230873,4.73E-05,0,inf,88.5,4595.5,Low,1.098612289,Rare,I
Meghalaya,0,Dowry Deaths,2021,IPC,4249,0,4230873,0,17,-100,198.5,7352.5,Low,0,Rare,I
Mizoram,0,Dowry Deaths,2021,IPC,2823,0,4230873,0,2,-100,174,7352.5,Low,0,Rare,I
Nagaland,0,Dowry Deaths,2021,IPC,1216,0,4230873,0,0,0,169,7352.5,Low,0,Rare,I
Odisha,293,Dowry Deaths,2021,IPC,193012,0.00151804,4230873,0.006925285,18,1527.777778,52.5,1197.5,Low,5.683579767,Rare,I
Punjab,69,Dowry Deaths,2021,IPC,62358,0.001106514,4230873,0.001630869,35,97.14285714,62.5,1941.5,Low,4.248495242,Rare,I
Rajasthan,452,Dowry Deaths,2021,IPC,298122,0.001516158,4230873,0.010683374,554,-18.41155235,61.5,1023.5,Low,6.115892125,Rare,I
Sikkim,0,Dowry Deaths,2021,IPC,960,0,4230873,0,5,-100,166,7352.5,Low,0,Rare,I
Tamil Nadu,27,Dowry Deaths,2021,IPC,376836,7.16E-05,4230873,0.000638166,263,-89.7338403,121.5,2639.5,Low,3.33220451,Rare,I
Telangana,175,Dowry Deaths,2021,IPC,224213,0.000780508,4230873,0.004136262,153,14.37908497,79.5,1457.5,Low,5.170483995,Rare,I
Tripura,22,Dowry Deaths,2021,IPC,6500,0.003384615,4230873,0.000519987,7,214.2857143,48.5,2794.5,Low,3.135494216,Rare,I
Uttar Pradesh,2222,Dowry Deaths,2021,IPC,537212,0.00413617,4230873,0.052518712,3064,-27.48041775,47.5,395.5,Low,7.706612914,Rare,I
Uttarakhand,72,Dowry Deaths,2021,IPC,23817,0.003023051,4230873,0.001701776,0,inf,48.5,1915.5,Low,4.290459441,Rare,I
West Bengal,454,Dowry Deaths,2021,IPC,234967,0.001932186,4230873,0.010730646,61,644.2622951,53.5,1020.5,Low,6.120297419,Rare,I
A&N Islands,1,Dowry Deaths,2021,IPC,794,0.001259446,4230873,2.36E-05,9,-88.88888889,77,5116,Low,0.693147181,Rare,I
Chandigarh,4,Dowry Deaths,2021,IPC,3338,0.001198322,4230873,9.45E-05,0,inf,67,4125.5,Low,1.609437912,Rare,I
D&N Haveli and Daman & Diu,0,Dowry Deaths,2021,IPC,841,0,4230873,0,20,-100,164.5,7352.5,Low,0,Rare,I
Delhi,141,Dowry Deaths,2021,IPC,328033,0.000429835,4230873,0.003332646,228,-38.15789474,62.5,1566,Low,4.955827058,Rare,I
Jammu & Kashmir,16,Dowry Deaths,2021,IPC,36940,0.000433135,4230873,0.000378173,25,-36,76.5,3053.5,Low,2.833213344,Rare,I
Ladakh,0,Dowry Deaths,2021,IPC,613,0,4230873,0,0,0,151.5,7352.5,Low,0,Rare,I
Lakshadweep,0,Dowry Deaths,2021,IPC,171,0,4230873,0,0,0,150,7352.5,Low,0,Rare,I
Puducherry,2,Dowry Deaths,2021,IPC,4889,0.000409082,4230873,4.73E-05,141,-98.58156028,59,4595.5,Low,1.098612289,Rare,I
